config_id,overall_MAPE,overall_NMSE,runtime_sec,s0_MAPE,s0_NMSE,s1_MAPE,s1_NMSE,s2_MAPE,s2_NMSE,s3_MAPE,s3_NMSE,s4_MAPE,s4_NMSE,s5_MAPE,s5_NMSE
21,0.12522227548273207,0.062226654813340394,0.36673555699999999,0.007288309102407518,2.9820392610820737e-06,0.84787531887089373,0.39984201256859431,0,0,0,0,0,0,0,0
22,0.13428974807007479,0.077059792394598814,0.35952142599999998,0.007288309102407518,2.9820392610820737e-06,0.9678497314453125,1,0,0,0,0,0,0,0,0
23,0.0020113363044406024,2.2351069923112863e-06,0.35992173300000002,0.019479130796355142,2.0848977662625432e-05,0,0,0,0,0,0,0,0,0,0
24,0.0028673627181982054,4.049280766429317e-05,0.48575244299999998,0.019479130796355142,2.0848977662625432e-05,0.0070538581727384439,2.9911722163954058e-06,0,0,0,0,0,0,0,0
25,0.0043468468653810096,9.856435238470784e-05,0.34179967500000003,0.019479130796355142,2.0848977662625432e-05,0.019523749686017854,2.0955279582831375e-05,0,0,0,0,0,0,0,0
26,0.03283400896200267,0.0022359612594959151,0.41965654699999999,0.019479130796355142,2.0848977662625432e-05,0.2357173310580522,0.007790242378895188,0,0,0,0,0,0,0,0
27,0.12649467284967844,0.06222856941461069,0.34069453199999999,0.019479130796355142,2.0848977662625432e-05,0.84787531887089373,0.39984201256859431,0,0,0,0,0,0,0,0
28,0.13556214543702094,0.077061706995869117,0.33726753100000001,0.019479130796355142,2.0848977662625432e-05,0.94742422846019936,0.74368543408776333,0,0,0,0,0,0,0,0
29,0.13556214543702094,0.077061706995869117,0.33758250299999998,0.019479130796355142,2.0848977662625432e-05,0.9678497314453125,1,0,0,0,0,0,0,0,0
30,0.13556214543702094,0.077061706995869117,0.34165234300000002,0.019479130796355142,2.0848977662625432e-05,0.9678497314453125,1,0,0,0,0,0,0,0,0
31,0.0042886519923181383,1.1189557148611952e-05,0.34104959299999998,0.040878893896873207,0.00010413736354098843,0,0,0,0,0,0,0,0,0,0
32,0.0051446784060761525,4.9447257820593836e-05,0.34222111799999999,0.040878893896873207,0.00010413736354098843,0.0070538581727384439,2.9911722163954058e-06,0,0,0,0,0,0,0,0
33,0.0093263163894876898,0.00024962897782840159,0.34992562599999999,0.040878893896873207,0.00010413736354098843,0.040725592931596735,0.00010507916537179608,0,0,0,0,0,0,0,0
34,0.035111324649881086,0.002244915709652216,0.351738157,0.040878893896873207,0.00010413736354098843,0.2357173310580522,0.007790242378895188,0,0,0,0,0,0,0,0
35,0.086391412113109162,0.018296025425567387,0.344831041,0.040878893896873207,0.00010413736354098843,0.60364683471341063,0.11644236414028751,0,0,0,0,0,0,0,0
36,0.12877198853755223,0.06223752386476699,0.53181533999999997,0.040878893896873207,0.00010413736354098843,0.84787531887089373,0.39984201256859431,0,0,0,0,0,0,0,0
37,0.13783946112489506,0.07707066144602541,0.304422054,0.040878893896873207,0.00010413736354098843,0.94742422846019936,0.74368543408776333,0,0,0,0,0,0,0,0
38,0.13783946112489506,0.07707066144602541,0.36202128,0.040878893896873207,0.00010413736354098843,0.9678497314453125,1,0,0,0,0,0,0,0,0
39,0.13783946112489506,0.07707066144602541,0.410878996,0.040878893896873207,0.00010413736354098843,0.9678497314453125,1,0,0,0,0,0,0,0,0
40,0.0081673236938664788,4.938820663848678e-05,0.30256879199999998,0.077351058830571667,0.0004597394693769959,0,0,0,0,0,0,0,0,0,0
41,0.0090233501076239179,8.7645907310468664e-05,0.30369248100000001,0.077351058830571667,0.0004597394693769959,0.0070538581727384439,2.9911722163954058e-06,0,0,0,0,0,0,0,0
42,0.013204988091034962,0.00028782762731827642,0.30266798700000003,0.077351058830571667,0.0004597394693769959,0.040725592931596735,0.00010507916537179608,0,0,0,0,0,0,0,0
43,0.025944568824456258,0.0011036660899671081,0.30189816800000002,0.077351058830571667,0.0004597394693769959,0.13771161500754689,0.0019340170004380711,0,0,0,0,0,0,0,0
44,0.14171813282643658,0.077108860095515291,0.30092442800000002,0.077351058830571667,0.0004597394693769959,0.9678497314453125,1,0,0,0,0,0,0,0,0
45,0.14171813282643658,0.077108860095515291,0.30127722400000001,0.077351058830571667,0.0004597394693769959,0.9678497314453125,1,0,0,0,0,0,0,0,0
46,0.14171813282643658,0.077108860095515291,0.30141144800000003,0.077351058830571667,0.0004597394693769959,0.9678497314453125,1,0,0,0,0,0,0,0,0
47,0.14171813282643658,0.077108860095515291,0.30478067399999997,0.077351058830571667,0.0004597394693769959,0.9678497314453125,1,0,0,0,0,0,0,0,0
48,0.014821209754775392,0.00020688793958968673,0.30644907199999999,0.1385058759546858,0.0019144586611889274,0,0,0,0,0,0,0,0,0,0
49,0.017156720315717553,0.00030321718498208325,0.304604612,0.1385058759546858,0.0019144586611889274,0.019523749686017854,2.0955279582831375e-05,0,0,0,0,0,0,0,0
50,0.024596633793041812,0.00070534061684353864,0.30258971699999998,0.1385058759546858,0.0019144586611889274,0.077119332289920364,0.0004635491768056605,0,0,0,0,0,0,0,0
51,0.14837201888733914,0.077266359828466483,0.302765373,0.1385058759546858,0.0019144586611889274,0.94742422846019936,0.74368543408776333,0,0,0,0,0,0,0,0
52,0.14837201888733914,0.077266359828466483,0.30354597500000002,0.1385058759546858,0.0019144586611889274,0.9678497314453125,1,0,0,0,0,0,0,0,0
53,0.14837201888733914,0.077266359828466483,0.32679889299999998,0.1385058759546858,0.0019144586611889274,0.9678497314453125,1,0,0,0,0,0,0,0,0
54,0.025558322490240058,0.00083820013808525264,0.32044294699999998,0.23657982785521811,0.007714455705033158,0,0,0,0,0,0,0,0,0,0
55,0.027893833051182908,0.00093452938347764918,0.34817914900000002,0.23657982785521811,0.007714455705033158,0.019523749686017854,2.0955279582831375e-05,0,0,0,0,0,0,0,0
56,0.030595986887414359,0.0010766395587650424,0.30133449699999998,0.23657982785521811,0.007714455705033158,0.040725592931596735,0.00010507916537179608,0,0,0,0,0,0,0,0
57,0.04333556762083135,0.0018924780214138739,0.30288441900000002,0.23657982785521811,0.007714455705033158,0.13771161500754689,0.0019340170004380711,0,0,0,0,0,0,0,0
58,0.15004165903545758,0.063064534445703632,0.30303305000000003,0.23657982785521811,0.007714455705033158,0.84787531887089373,0.39984201256859431,0,0,0,0,0,0,0,0
59,0.15910913162280035,0.077897672026962059,0.30678762500000001,0.23657982785521811,0.007714455705033158,0.9678497314453125,1,0,0,0,0,0,0,0,0
60,0.04243447057551742,0.0033327559050685997,0.302310421,0.38778826214372875,0.030278225572364561,0,0,0,0,0,0,0,0,0,0
61,0.044769981136457582,0.0034290851504609962,0.30364586799999999,0.38778826214372875,0.030278225572364561,0.019523749686017854,2.0955279582831375e-05,0,0,0,0,0,0,0,0
