config_id,overall_MAPE,overall_NMSE,runtime_sec,s0_MAPE,s0_NMSE,s1_MAPE,s1_NMSE,s2_MAPE,s2_NMSE
139,0.013341686771565858,0.00017182585947910978,0.50174629100000001,0.0014804048558605166,8.5770266084834431e-08,0.0082544373065514005,3.0366291143224199e-06,0.033024180849732458,0.00013050766142434523
140,0.019863766375168082,0.00040272032591919058,0.50023764699999995,0.0014804048558605166,8.5770266084834431e-08,0.0082544373065514005,3.0366291143224199e-06,0.0597191578797443,0.00052211512387918
141,0.032778555611429019,0.0011576927234280964,0.49973116299999998,0.0014804048558605166,8.5770266084834431e-08,0.0082544373065514005,3.0366291143224199e-06,0.10760173572793312,0.0020827036680258959
142,0.05836310550265246,0.0038121642030372418,0.49829920799999999,0.0014804048558605166,8.5770266084834431e-08,0.0082544373065514005,3.0366291143224199e-06,0.19115920506163295,0.0082403358316727199
143,0.17434248275703881,0.028654488956791884,0.50308363300000003,0.0014804048558605166,8.5770266084834431e-08,0.14750765219397771,0.0037075412252906923,0,0
144,0.17439180606089366,0.028669980122141635,0.51033006599999997,0.0014804048558605166,8.5770266084834431e-08,0.14750765219397771,0.0037075412252906923,0.00044636213875484773,1.2123420541968759e-08
145,0.17449195797152853,0.028701575863830469,0.51488936299999999,0.0014804048558605166,8.5770266084834431e-08,0.14750765219397771,0.0037075412252906923,0.0012207741926081306,8.5202409298701866e-08
146,0.17469600991430873,0.028765646219717219,0.516928418,0.0014804048558605166,8.5770266084834431e-08,0.14750765219397771,0.0037075412252906923,0.0025842092512702274,4.2273380854628752e-07
147,0.17510061476038083,0.028892523998907408,0.516676519,0.0014804048558605166,8.5770266084834431e-08,0.14750765219397771,0.0037075412252906923,0.0050978705580568481,1.8776802509906289e-06
148,0.17591356627106799,0.029149585925263462,0.51489940300000003,0.0014804048558605166,8.5770266084834431e-08,0.14750765219397771,0.0037075412252906923,0.0096838115197718719,7.8781740840588525e-06
149,0.1775415238393909,0.029664875065376236,0.51437748800000005,0.0014804048558605166,8.5770266084834431e-08,0.14750765219397771,0.0037075412252906923,0.017895703660261074,3.2209238392155289e-05
150,0.18073478320603009,0.03070008893950063,0.51890325999999998,0.0014804048558605166,8.5770266084834431e-08,0.14750765219397771,0.0037075412252906923,0.033024180849732458,0.00013050766142434523
151,0.18719497758015516,0.032881935340900843,0.52653430099999998,0.0014804048558605166,8.5770266084834431e-08,0.14750765219397771,0.0037075412252906923,0.0597191578797443,0.00052211512387918
152,0.20004656621817477,0.037503604806176503,0.52516563900000002,0.0014804048558605166,8.5770266084834431e-08,0.14750765219397771,0.0037075412252906923,0.10760173572793312,0.0020827036680258959
153,0.22562670887019123,0.047962741854198764,0.52767562099999998,0.0014804048558605166,8.5770266084834431e-08,0.14750765219397771,0.0037075412252906923,0.19115920506163295,0.0082403358316727199
154,0.29262226034931432,0.083144137737692692,0.51672306999999995,0.0014804048558605166,8.5770266084834431e-08,0.24961599500449363,0.014617581752285617,0,0
155,0.29267339790512087,0.083171099513588476,0.514755674,0.0014804048558605166,8.5770266084834431e-08,0.24961599500449363,0.014617581752285617,0.00044636213875484773,1.2123420541968759e-08
156,0.29277162025267089,0.083223576784618405,0.50731485399999998,0.0014804048558605166,8.5770266084834431e-08,0.24961599500449363,0.014617581752285617,0.0012207741926081306,8.5202409298701866e-08
157,0.29297066091939306,0.083329881151947741,0.495320808,0.0014804048558605166,8.5770266084834431e-08,0.24961599500449363,0.014617581752285617,0.0025842092512702274,4.2273380854628752e-07
158,0.29337710790385718,0.083544087348621524,0.505936253,0.0014804048558605166,8.5770266084834431e-08,0.24961599500449363,0.014617581752285617,0.0050978705580568481,1.8776802509906289e-06
159,0.29418943311018753,0.083977358750680464,0.505801371,0.0014804048558605166,8.5770266084834431e-08,0.24961599500449363,0.014617581752285617,0.0096838115197718719,7.8781740840588525e-06
160,0.29577675215766486,0.084836263033973722,0.50621980499999997,0.0014804048558605166,8.5770266084834431e-08,0.24961599500449363,0.014617581752285617,0.017895703660261074,3.2209238392155289e-05
161,0.29893038946079653,0.086540691740591327,0.51334653500000005,0.0014804048558605166,8.5770266084834431e-08,0.24961599500449363,0.014617581752285617,0.033024180849732458,0.00013050766142434523
162,0.30530659968147489,0.090091089814459804,0.51170275899999995,0.0014804048558605166,8.5770266084834431e-08,0.24961599500449363,0.014617581752285617,0.0597191578797443,0.00052211512387918
163,0.31809468292277127,0.097477783153175804,0.52742485400000005,0.0014804048558605166,8.5770266084834431e-08,0.24961599500449363,0.014617581752285617,0.10760173572793312,0.0020827036680258959
164,0.34451148239441115,0.11394021742853491,0.52421623500000003,0.0014804048558605166,8.5770266084834431e-08,0.24961599500449363,0.014617581752285617,0.19115920506163295,0.0082403358316727199
165,0.0031447637147502183,9.1798512677638021e-06,0.52592713300000005,0.0038671423070350116,6.0167911275101481e-07,0,0,0,0
