config_id,overall_MAPE,overall_NMSE,runtime_sec,s0_MAPE,s0_NMSE,s1_MAPE,s1_NMSE,s2_MAPE,s2_NMSE,s3_MAPE,s3_NMSE,s4_MAPE,s4_NMSE
1794,1.6414614934049412,0.50895126564920601,0.015017027000000001,0.13176089435020727,0.00044119738942117147,0.0014826382597978712,3.7927712872417375e-08,0.029482704752294028,1.5922870822089668e-05,0.27149403570967562,0.0011467575667019995,0.19041559486652979,0.0004957115273660211
1795,2.0175312946261506,0.5849679663187517,0.014998961999999999,0.13176089435020727,0.00044119738942117147,0.0014826382597978712,3.7927712872417375e-08,0.058191510134582916,6.3561167843227188e-05,0.0036204138554804133,2.2943610162988871e-07,0.19041559486652979,0.0004957115273660211
1796,1.9440220146961524,0.55831675317506591,0.015007960000000001,0.13176089435020727,0.00044119738942117147,0.0014826382597978712,3.7927712872417375e-08,0.058191510134582916,6.3561167843227188e-05,0.13466067744867269,0.00028084676437526779,0.011998077590687784,1.9024147497166475e-06
1797,1.7973820919089798,0.53382488914490134,0.014999693999999999,0.13176089435020727,0.00044119738942117147,0.0014826382597978712,3.7927712872417375e-08,0.058191510134582916,6.3561167843227188e-05,0.27149403570967562,0.0011467575667019995,0,0
1798,2.275559647926729,0.59556850987166587,0.015037046,0.13176089435020727,0.00044119738942117147,0.0014826382597978712,3.7927712872417375e-08,0.23357852699496401,0.001044597176994619,0.032922391524293174,1.7197917793120815e-05,0.0025502881807835864,9.853245885274214e-08
1799,2.2337606791230158,0.59059255348403994,0.015100860000000001,0.13176089435020727,0.00044119738942117147,0.0014826382597978712,3.7927712872417375e-08,0.23357852699496401,0.001044597176994619,0.067329104785706195,7.0057662713197101e-05,0,0
1800,2.1155983017417435,0.57876016576450573,0.015050503,0.13176089435020727,0.00044119738942117147,0.0032763021406752579,1.8605944461100654e-07,0,0,0,0,0,0
1801,1.7516612229757302,0.5159077907217452,0.015005355,0.13176089435020727,0.00044119738942117147,0.0032763021406752579,1.8605944461100654e-07,0,0,0.27149403570967562,0.0011467575667019995,0,0
1802,2.115015067848574,0.5810129285951966,0.014951881,0.13176089435020727,0.00044119738942117147,0.0032763021406752579,1.8605944461100654e-07,0.0014914208778900066,4.0933148225877827e-08,0.0016266125358492093,4.650168832398788e-08,0,0
1803,2.120645960561665,0.58116515431470805,0.014953805000000001,0.13176089435020727,0.00044119738942117147,0.0032763021406752579,1.8605944461100654e-07,0.0067340929936715345,9.2459189360104763e-07,0,0,0.0025502881807835864,9.853245885274214e-08
1804,2.1142588593291403,0.58090695693541661,0.014989745,0.13176089435020727,0.00044119738942117147,0.0032763021406752579,1.8605944461100654e-07,0.0067340929936715345,9.2459189360104763e-07,0.00059882329038815337,6.6185493683973793e-09,0.011998077590687784,1.9024147497166475e-06
1805,2.1165813413863219,0.58102353997357259,0.015079739,0.13176089435020727,0.00044119738942117147,0.0032763021406752579,1.8605944461100654e-07,0.0067340929936715345,9.2459189360104763e-07,0.0016266125358492093,4.650168832398788e-08,0.0055576717676975368,4.4941701671434056e-07
1806,2.0201388850565185,0.57434437431116747,0.015124386,0.13176089435020727,0.00044119738942117147,0.0032763021406752579,1.8605944461100654e-07,0.013875902228953515,3.8910972590460246e-06,0.032922391524293174,1.7197917793120815e-05,0.095166505640853619,0.00012474732005306627
1807,2.1700622266233403,0.5897202849954345,0.015073728,0.13176089435020727,0.00044119738942117147,0.0032763021406752579,1.8605944461100654e-07,0.058191510134582916,6.3561167843227188e-05,0,0,0,0
1808,2.1684076845655622,0.58965036113071911,0.015127252000000001,0.13176089435020727,0.00044119738942117147,0.0032763021406752579,1.8605944461100654e-07,0.058191510134582916,6.3561167843227188e-05,0,0,0.0025502881807835864,9.853245885274214e-08
1809,2.1613622268197905,0.58941795319427692,0.015096221,0.13176089435020727,0.00044119738942117147,0.0032763021406752579,1.8605944461100654e-07,0.058191510134582916,6.3561167843227188e-05,0,0,0.011998077590687784,1.9024147497166475e-06
1810,2.1429996892251255,0.58696233208967408,0.015149655999999999,0.13176089435020727,0.00044119738942117147,0.0032763021406752579,1.8605944461100654e-07,0.058191510134582916,6.3561167843227188e-05,0.016534326377095288,4.2141881657428466e-06,0.0011137781542328951,1.9666077745222721e-08
1811,2.1186220028986016,0.58163712639441578,0.015152992000000001,0.13176089435020727,0.00044119738942117147,0.0032763021406752579,1.8605944461100654e-07,0.058191510134582916,6.3561167843227188e-05,0.032922391524293174,1.7197917793120815e-05,0.0011137781542328951,1.9666077745222721e-08
